ID_Level,Time,x,dx,y,dy,z,dz
00101,2012-01-01 14:57:56.000505,-33.5280189514,0.0948332185793,-5.29351568222,0.0944287686215,99546.6636658,3592.87872314
00102,2012-01-01 14:57:56.000505,-33.5280189514,0.0948332185793,-5.29351568222,0.0944287686215,94208.3824158,7083.67462158
00103,2012-01-01 14:57:56.000505,-33.5280189514,0.0948332185793,-5.29351568222,0.0944287686215,87175.7507324,6981.59179688
00104,2012-01-01 14:57:56.000505,-33.5280189514,0.0948332185793,-5.29351568222,0.0944287686215,80194.1558838,6981.59790039
00105,2012-01-01 14:57:56.000505,-33.5280189514,0.0948332185793,-5.29351568222,0.0944287686215,73212.5579834,6981.59790039
00106,2012-01-01 14:57:56.000505,-33.5280189514,0.0948332185793,-5.29351568222,0.0944287686215,66230.960083,6981.59790039
00107,2012-01-01 14:57:56.000505,-33.5280189514,0.0948332185793,-5.29351568222,0.0944287686215,59249.3621826,6981.59790039
00108,2012-01-01 14:57:56.000505,-33.5280189514,0.0948332185793,-5.29351568222,0.0944287686215,52267.766571,6981.59332275
00109,2012-01-01 14:57:56.000505,-33.5280189514,0.0948332185793,-5.29351568222,0.0944287686215,45286.1724854,6981.59790039
00110,2012-01-01 14:57:56.000505,-33.5280189514,0.0948332185793,-5.29351568222,0.0944287686215,38304.573822,6981.59942627
00111,2012-01-01 14:57:56.000505,-33.5280189514,0.0948332185793,-5.29351568222,0.0944287686215,31322.9743958,6981.59637451
00112,2012-01-01 14:57:56.000505,-33.5280189514,0.0948332185793,-5.29351568222,0.0944287686215,24341.3795471,6981.59637451
00113,2012-01-01 14:57:56.000505,-33.5280189514,0.0948332185793,-5.29351568222,0.0944287686215,17359.7816467,6981.59637451
00114,2012-01-01 14:57:56.000505,-33.5280189514,0.0948332185793,-5.29351568222,0.0944287686215,11826.3114929,4085.34393311
00115,2012-01-01 14:57:56.000505,-33.5280189514,0.0948332185793,-5.29351568222,0.0944287686215,9189.09320831,1189.09263611
00116,2012-01-01 14:57:56.000505,-33.5280189514,0.0948332185793,-5.29351568222,0.0944287686215,7547.27325439,2094.54650879
00117,2012-01-01 14:57:56.000505,-33.5280189514,0.0948332185793,-5.29351568222,0.0944287686215,4750.0,3500.0
00201,2012-01-01 14:58:00.000681,-33.582950592,0.0948731645957,-5.5477976799,0.0944287686215,99548.7714767,3597.85499573
00202,2012-01-01 14:58:00.000681,-33.582950592,0.0948731645957,-5.5477976799,0.0944287686215,94205.4046631,7088.88549805
00203,2012-01-01 14:58:00.000681,-33.582950592,0.0948731645957,-5.5477976799,0.0944287686215,87169.9310303,6982.06176758
00204,2012-01-01 14:58:00.000681,-33.582950592,0.0948731645957,-5.5477976799,0.0944287686215,80187.8631592,6982.06176758
00205,2012-01-01 14:58:00.000681,-33.582950592,0.0948731645957,-5.5477976799,0.0944287686215,73205.8074951,6982.06176758
00206,2012-01-01 14:58:00.000681,-33.582950592,0.0948731645957,-5.5477976799,0.0944287686215,66223.739624,6982.06176758
00207,2012-01-01 14:58:00.000681,-33.582950592,0.0948731645957,-5.5477976799,0.0944287686215,59241.68396,6982.06176758
00208,2012-01-01 14:58:00.000681,-33.582950592,0.0948731645957,-5.5477976799,0.0944287686215,52259.6153259,6982.06329346
00209,2012-01-01 14:58:00.000681,-33.582950592,0.0948731645957,-5.5477976799,0.0944287686215,45277.5535583,6982.06329346
00210,2012-01-01 14:58:00.000681,-33.582950592,0.0948731645957,-5.5477976799,0.0944287686215,38295.4925537,6982.06176758
00211,2012-01-01 14:58:00.000681,-33.582950592,0.0948731645957,-5.5477976799,0.0944287686215,31313.4307861,6982.06176758
00212,2012-01-01 14:58:00.000681,-33.582950592,0.0948731645957,-5.5477976799,0.0944287686215,24331.3690186,6982.06176758
00213,2012-01-01 14:58:00.000681,-33.582950592,0.0948731645957,-5.5477976799,0.0944287686215,17349.3068695,6982.06253052
00214,2012-01-01 14:58:00.000681,-33.582950592,0.0948731645957,-5.5477976799,0.0944287686215,11816.8550491,4082.84263611
00215,2012-01-01 14:58:00.000681,-33.582950592,0.0948731645957,-5.5477976799,0.0944287686215,9183.62236023,1183.62197876
00216,2012-01-01 14:58:00.000681,-33.582950592,0.0948731645957,-5.5477976799,0.0944287686215,7545.90511322,2091.81098938
00217,2012-01-01 14:58:00.000681,-33.582950592,0.0948731645957,-5.5477976799,0.0944287686215,4750.0,3500.0
00301,2012-01-01 14:58:05.000773,-33.6375961304,0.0949150721769,-5.80242204666,0.0944287686215,99550.135231,3602.52494812
00302,2012-01-01 14:58:05.000773,-33.6375961304,0.0949150721769,-5.80242204666,0.0944287686215,94200.2662659,7097.22137451
00303,2012-01-01 14:58:05.000773,-33.6375961304,0.0949150721769,-5.80242204666,0.0944287686215,87156.9595337,6989.38903809
00304,2012-01-01 14:58:05.000773,-33.6375961304,0.0949150721769,-5.80242204666,0.0944287686215,80167.5750732,6989.38598633
00305,2012-01-01 14:58:05.000773,-33.6375961304,0.0949150721769,-5.80242204666,0.0944287686215,73178.1814575,6989.38903809
00306,2012-01-01 14:58:05.000773,-33.6375961304,0.0949150721769,-5.80242204666,0.0944287686215,66188.7954712,6989.38903809
00307,2012-01-01 14:58:05.000773,-33.6375961304,0.0949150721769,-5.80242204666,0.0944287686215,59199.4094849,6989.38903809
00308,2012-01-01 14:58:05.000773,-33.6375961304,0.0949150721769,-5.80242204666,0.0944287686215,52210.0158691,6989.39208984
00309,2012-01-01 14:58:05.000773,-33.6375961304,0.0949150721769,-5.80242204666,0.0944287686215,45220.6245422,6989.39056396
