ID_Level,Time,x,dx,y,dy,z,dz
01,2012-01-01 14:57:56.000467,-33.5280189514,0.0948332185793,-5.29351568222,0.0944287686215,99546.6636658,3592.87872314
02,2012-01-01 14:57:56.000467,-33.5280189514,0.0948332185793,-5.29351568222,0.0944287686215,94208.3824158,7083.67462158
03,2012-01-01 14:57:56.000467,-33.5280189514,0.0948332185793,-5.29351568222,0.0944287686215,87175.7507324,6981.59179688
04,2012-01-01 14:57:56.000467,-33.5280189514,0.0948332185793,-5.29351568222,0.0944287686215,80194.1558838,6981.59790039
05,2012-01-01 14:57:56.000467,-33.5280189514,0.0948332185793,-5.29351568222,0.0944287686215,73212.5579834,6981.59790039
06,2012-01-01 14:57:56.000467,-33.5280189514,0.0948332185793,-5.29351568222,0.0944287686215,66230.960083,6981.59790039
07,2012-01-01 14:57:56.000467,-33.5280189514,0.0948332185793,-5.29351568222,0.0944287686215,59249.3621826,6981.59790039
08,2012-01-01 14:57:56.000467,-33.5280189514,0.0948332185793,-5.29351568222,0.0944287686215,52267.766571,6981.59332275
09,2012-01-01 14:57:56.000467,-33.5280189514,0.0948332185793,-5.29351568222,0.0944287686215,45286.1724854,6981.59790039
10,2012-01-01 14:57:56.000467,-33.5280189514,0.0948332185793,-5.29351568222,0.0944287686215,38304.573822,6981.59942627
11,2012-01-01 14:57:56.000467,-33.5280189514,0.0948332185793,-5.29351568222,0.0944287686215,31322.9743958,6981.59637451
12,2012-01-01 14:57:56.000467,-33.5280189514,0.0948332185793,-5.29351568222,0.0944287686215,24341.3795471,6981.59637451
13,2012-01-01 14:57:56.000467,-33.5280189514,0.0948332185793,-5.29351568222,0.0944287686215,17359.7816467,6981.59637451
14,2012-01-01 14:57:56.000467,-33.5280189514,0.0948332185793,-5.29351568222,0.0944287686215,11826.3114929,4085.34393311
15,2012-01-01 14:57:56.000467,-33.5280189514,0.0948332185793,-5.29351568222,0.0944287686215,9189.09320831,1189.09263611
16,2012-01-01 14:57:56.000467,-33.5280189514,0.0948332185793,-5.29351568222,0.0944287686215,7547.27325439,2094.54650879
17,2012-01-01 14:57:56.000467,-33.5280189514,0.0948332185793,-5.29351568222,0.0944287686215,4750.0,3500.0
