ID_Level,Time,x,dx,y,dy,z,dz
01,2012-01-01 14:57:59.999976,-33.582950592,0.0948731645957,-5.5477976799,0.0944287686215,99548.7714767,3597.85499573
02,2012-01-01 14:57:59.999976,-33.582950592,0.0948731645957,-5.5477976799,0.0944287686215,94205.4046631,7088.88549805
03,2012-01-01 14:57:59.999976,-33.582950592,0.0948731645957,-5.5477976799,0.0944287686215,87169.9310303,6982.06176758
04,2012-01-01 14:57:59.999976,-33.582950592,0.0948731645957,-5.5477976799,0.0944287686215,80187.8631592,6982.06176758
05,2012-01-01 14:57:59.999976,-33.582950592,0.0948731645957,-5.5477976799,0.0944287686215,73205.8074951,6982.06176758
06,2012-01-01 14:57:59.999976,-33.582950592,0.0948731645957,-5.5477976799,0.0944287686215,66223.739624,6982.06176758
07,2012-01-01 14:57:59.999976,-33.582950592,0.0948731645957,-5.5477976799,0.0944287686215,59241.68396,6982.06176758
08,2012-01-01 14:57:59.999976,-33.582950592,0.0948731645957,-5.5477976799,0.0944287686215,52259.6153259,6982.06329346
09,2012-01-01 14:57:59.999976,-33.582950592,0.0948731645957,-5.5477976799,0.0944287686215,45277.5535583,6982.06329346
10,2012-01-01 14:57:59.999976,-33.582950592,0.0948731645957,-5.5477976799,0.0944287686215,38295.4925537,6982.06176758
11,2012-01-01 14:57:59.999976,-33.582950592,0.0948731645957,-5.5477976799,0.0944287686215,31313.4307861,6982.06176758
12,2012-01-01 14:57:59.999976,-33.582950592,0.0948731645957,-5.5477976799,0.0944287686215,24331.3690186,6982.06176758
13,2012-01-01 14:57:59.999976,-33.582950592,0.0948731645957,-5.5477976799,0.0944287686215,17349.3068695,6982.06253052
14,2012-01-01 14:57:59.999976,-33.582950592,0.0948731645957,-5.5477976799,0.0944287686215,11816.8550491,4082.84263611
15,2012-01-01 14:57:59.999976,-33.582950592,0.0948731645957,-5.5477976799,0.0944287686215,9183.62236023,1183.62197876
16,2012-01-01 14:57:59.999976,-33.582950592,0.0948731645957,-5.5477976799,0.0944287686215,7545.90511322,2091.81098938
17,2012-01-01 14:57:59.999976,-33.582950592,0.0948731645957,-5.5477976799,0.0944287686215,4750.0,3500.0
