ID_Level,Time,x,dx,y,dy,z,dz
01,2012-01-01 14:58:04.999397,-33.6375961304,0.0949150721769,-5.80242204666,0.0944287686215,99550.135231,3602.52494812
02,2012-01-01 14:58:04.999397,-33.6375961304,0.0949150721769,-5.80242204666,0.0944287686215,94200.2662659,7097.22137451
03,2012-01-01 14:58:04.999397,-33.6375961304,0.0949150721769,-5.80242204666,0.0944287686215,87156.9595337,6989.38903809
04,2012-01-01 14:58:04.999397,-33.6375961304,0.0949150721769,-5.80242204666,0.0944287686215,80167.5750732,6989.38598633
05,2012-01-01 14:58:04.999397,-33.6375961304,0.0949150721769,-5.80242204666,0.0944287686215,73178.1814575,6989.38903809
06,2012-01-01 14:58:04.999397,-33.6375961304,0.0949150721769,-5.80242204666,0.0944287686215,66188.7954712,6989.38903809
07,2012-01-01 14:58:04.999397,-33.6375961304,0.0949150721769,-5.80242204666,0.0944287686215,59199.4094849,6989.38903809
08,2012-01-01 14:58:04.999397,-33.6375961304,0.0949150721769,-5.80242204666,0.0944287686215,52210.0158691,6989.39208984
09,2012-01-01 14:58:04.999397,-33.6375961304,0.0949150721769,-5.80242204666,0.0944287686215,45220.6245422,6989.39056396
10,2012-01-01 14:58:04.999397,-33.6375961304,0.0949150721769,-5.80242204666,0.0944287686215,38231.2324524,6989.39056396
11,2012-01-01 14:58:04.999397,-33.6375961304,0.0949150721769,-5.80242204666,0.0944287686215,31241.8434143,6989.39056396
12,2012-01-01 14:58:04.999397,-33.6375961304,0.0949150721769,-5.80242204666,0.0944287686215,24252.4551392,6989.38903809
13,2012-01-01 14:58:04.999397,-33.6375961304,0.0949150721769,-5.80242204666,0.0944287686215,17263.0641937,6989.38980103
14,2012-01-01 14:58:04.999397,-33.6375961304,0.0949150721769,-5.80242204666,0.0944287686215,11736.8116379,4063.11378479
15,2012-01-01 14:58:04.999397,-33.6375961304,0.0949150721769,-5.80242204666,0.0944287686215,9136.83662415,1136.83700562
16,2012-01-01 14:58:04.999397,-33.6375961304,0.0949150721769,-5.80242204666,0.0944287686215,7534.20963287,2068.41850281
17,2012-01-01 14:58:04.999397,-33.6375961304,0.0949150721769,-5.80242204666,0.0944287686215,4750.0,3500.0
