ID_Level,Time,x,dx,y,dy,z,dz
01,2012-01-01 16:42:28.999565,-65.1699447632,0.107396598703,-27.1024627686,0.098659267889,92711.9534492,1690.13118744
02,2012-01-01 16:42:28.999565,-65.1699447632,0.107396598703,-27.1024627686,0.098659267889,89321.2932587,5091.19033813
03,2012-01-01 16:42:28.999565,-65.1699447632,0.107396598703,-27.1024627686,0.098659267889,83374.6444702,6802.10266113
04,2012-01-01 16:42:28.999565,-65.1699447632,0.107396598703,-27.1024627686,0.098659267889,76572.5494385,6802.09350586
05,2012-01-01 16:42:28.999565,-65.1699447632,0.107396598703,-27.1024627686,0.098659267889,69770.4498291,6802.10571289
06,2012-01-01 16:42:28.999565,-65.1699447632,0.107396598703,-27.1024627686,0.098659267889,62968.3441162,6802.10571289
07,2012-01-01 16:42:28.999565,-65.1699447632,0.107396598703,-27.1024627686,0.098659267889,56166.2399292,6802.10266113
08,2012-01-01 16:42:28.999565,-65.1699447632,0.107396598703,-27.1024627686,0.098659267889,49364.1342163,6802.10266113
09,2012-01-01 16:42:28.999565,-65.1699447632,0.107396598703,-27.1024627686,0.098659267889,42562.0353699,6802.10113525
10,2012-01-01 16:42:28.999565,-65.1699447632,0.107396598703,-27.1024627686,0.098659267889,35759.9357605,6802.10113525
11,2012-01-01 16:42:28.999565,-65.1699447632,0.107396598703,-27.1024627686,0.098659267889,28957.8327179,6802.10189819
12,2012-01-01 16:42:28.999565,-65.1699447632,0.107396598703,-27.1024627686,0.098659267889,22155.7289124,6802.10418701
13,2012-01-01 16:42:28.999565,-65.1699447632,0.107396598703,-27.1024627686,0.098659267889,15353.6270142,6802.10266113
14,2012-01-01 16:42:28.999565,-65.1699447632,0.107396598703,-27.1024627686,0.098659267889,10183.1083298,3538.93165588
15,2012-01-01 16:42:28.999565,-65.1699447632,0.107396598703,-27.1024627686,0.098659267889,8275.76198578,275.761795044
16,2012-01-01 16:42:28.999565,-65.1699447632,0.107396598703,-27.1024627686,0.098659267889,7318.9409256,1637.88108826
17,2012-01-01 16:42:28.999565,-65.1699447632,0.107396598703,-27.1024627686,0.098659267889,4750.0,3500.0
