ID_Level,Time,x,dx,y,dy,z,dz
01,2012-01-01 16:42:03.499858,-61.8802261353,0.105051168775,-24.9846420288,0.0988423733578,97266.2513733,3633.67156982
02,2012-01-01 16:42:03.499858,-61.8802261353,0.105051168775,-24.9846420288,0.0988423733578,91897.5914001,7103.65753174
03,2012-01-01 16:42:03.499858,-61.8802261353,0.105051168775,-24.9846420288,0.0988423733578,84875.78125,6939.96582031
04,2012-01-01 16:42:03.499858,-61.8802261353,0.105051168775,-24.9846420288,0.0988423733578,77935.8154297,6939.96582031
05,2012-01-01 16:42:03.499858,-61.8802261353,0.105051168775,-24.9846420288,0.0988423733578,70995.8465576,6939.97192383
06,2012-01-01 16:42:03.499858,-61.8802261353,0.105051168775,-24.9846420288,0.0988423733578,64055.8700562,6939.96887207
07,2012-01-01 16:42:03.499858,-61.8802261353,0.105051168775,-24.9846420288,0.0988423733578,57115.9049988,6939.96734619
08,2012-01-01 16:42:03.499858,-61.8802261353,0.105051168775,-24.9846420288,0.0988423733578,50175.9384155,6939.96887207
09,2012-01-01 16:42:03.499858,-61.8802261353,0.105051168775,-24.9846420288,0.0988423733578,43235.9664917,6939.96887207
10,2012-01-01 16:42:03.499858,-61.8802261353,0.105051168775,-24.9846420288,0.0988423733578,36296.0006714,6939.96887207
11,2012-01-01 16:42:03.499858,-61.8802261353,0.105051168775,-24.9846420288,0.0988423733578,29356.0287476,6939.96887207
12,2012-01-01 16:42:03.499858,-61.8802261353,0.105051168775,-24.9846420288,0.0988423733578,22416.0633087,6939.96810913
13,2012-01-01 16:42:03.499858,-61.8802261353,0.105051168775,-24.9846420288,0.0988423733578,15476.0944366,6939.96810913
14,2012-01-01 16:42:03.499858,-61.8802261353,0.105051168775,-24.9846420288,0.0988423733578,10204.1015625,3604.01611328
15,2012-01-01 16:42:03.499858,-61.8802261353,0.105051168775,-24.9846420288,0.0988423733578,8268.06221008,268.062591553
16,2012-01-01 16:42:03.499858,-61.8802261353,0.105051168775,-24.9846420288,0.0988423733578,7317.01545715,1634.03091431
17,2012-01-01 16:42:03.499858,-61.8802261353,0.105051168775,-24.9846420288,0.0988423733578,4750.0,3500.0
