ID_Level,Time,x,dx,y,dy,z,dz
01,2012-01-01 14:58:11.499564,-33.6963615417,0.102324329656,-6.07448291779,0.129711380468,99555.6659698,3601.07040405
02,2012-01-01 14:58:11.499564,-33.6963615417,0.102324329656,-6.07448291779,0.129711380468,94206.8683624,7096.5171814
03,2012-01-01 14:58:11.499564,-33.6963615417,0.102324329656,-6.07448291779,0.129711380468,87163.1652832,6990.89355469
04,2012-01-01 14:58:11.499564,-33.6963615417,0.102324329656,-6.07448291779,0.129711380468,80172.2702026,6990.89660645
05,2012-01-01 14:58:11.499564,-33.6963615417,0.102324329656,-6.07448291779,0.129711380468,73181.3705444,6990.89660645
06,2012-01-01 14:58:11.499564,-33.6963615417,0.102324329656,-6.07448291779,0.129711380468,66190.4769897,6990.89660645
07,2012-01-01 14:58:11.499564,-33.6963615417,0.102324329656,-6.07448291779,0.129711380468,59199.5819092,6990.8996582
08,2012-01-01 14:58:11.499564,-33.6963615417,0.102324329656,-6.07448291779,0.129711380468,52208.6769104,6990.89813232
09,2012-01-01 14:58:11.499564,-33.6963615417,0.102324329656,-6.07448291779,0.129711380468,45217.7841187,6990.89660645
10,2012-01-01 14:58:11.499564,-33.6963615417,0.102324329656,-6.07448291779,0.129711380468,38226.8836975,6990.89813232
11,2012-01-01 14:58:11.499564,-33.6963615417,0.102324329656,-6.07448291779,0.129711380468,31235.9867096,6990.89889526
12,2012-01-01 14:58:11.499564,-33.6963615417,0.102324329656,-6.07448291779,0.129711380468,24245.0878143,6990.89736938
13,2012-01-01 14:58:11.499564,-33.6963615417,0.102324329656,-6.07448291779,0.129711380468,17254.1912079,6990.89736938
14,2012-01-01 14:58:11.499564,-33.6963615417,0.102324329656,-6.07448291779,0.129711380468,11728.1072617,4061.27204895
15,2012-01-01 14:58:11.499564,-33.6963615417,0.102324329656,-6.07448291779,0.129711380468,9131.64672852,1131.64672852
16,2012-01-01 14:58:11.499564,-33.6963615417,0.102324329656,-6.07448291779,0.129711380468,7532.91149139,2065.82374573
17,2012-01-01 14:58:11.499564,-33.6963615417,0.102324329656,-6.07448291779,0.129711380468,4750.0,3500.0
