ID_Level,Time,x,dx,y,dy,z,dz
01,2012-01-01 14:59:59.999904,-34.9871139526,0.0965306970923,-11.9785718918,0.0944287686215,99640.2603149,3576.27868652
02,2012-01-01 14:59:59.999904,-34.9871139526,0.0965306970923,-11.9785718918,0.0944287686215,94333.7844849,7036.67907715
03,2012-01-01 14:59:59.999904,-34.9871139526,0.0965306970923,-11.9785718918,0.0944287686215,87355.0415039,6920.80078125
04,2012-01-01 14:59:59.999904,-34.9871139526,0.0965306970923,-11.9785718918,0.0944287686215,80434.2407227,6920.80078125
05,2012-01-01 14:59:59.999904,-34.9871139526,0.0965306970923,-11.9785718918,0.0944287686215,73513.4384155,6920.80383301
06,2012-01-01 14:59:59.999904,-34.9871139526,0.0965306970923,-11.9785718918,0.0944287686215,66592.6391602,6920.80078125
07,2012-01-01 14:59:59.999904,-34.9871139526,0.0965306970923,-11.9785718918,0.0944287686215,59671.8383789,6920.80078125
08,2012-01-01 14:59:59.999904,-34.9871139526,0.0965306970923,-11.9785718918,0.0944287686215,52751.0368347,6920.80230713
09,2012-01-01 14:59:59.999904,-34.9871139526,0.0965306970923,-11.9785718918,0.0944287686215,45830.2307129,6920.80078125
10,2012-01-01 14:59:59.999904,-34.9871139526,0.0965306970923,-11.9785718918,0.0944287686215,38909.4291687,6920.80230713
11,2012-01-01 14:59:59.999904,-34.9871139526,0.0965306970923,-11.9785718918,0.0944287686215,31988.6291504,6920.80078125
12,2012-01-01 14:59:59.999904,-34.9871139526,0.0965306970923,-11.9785718918,0.0944287686215,25067.8279877,6920.80154419
13,2012-01-01 14:59:59.999904,-34.9871139526,0.0965306970923,-11.9785718918,0.0944287686215,18147.026825,6920.80230713
14,2012-01-01 14:59:59.999904,-34.9871139526,0.0965306970923,-11.9785718918,0.0944287686215,12553.147316,4266.95671082
15,2012-01-01 14:59:59.999904,-34.9871139526,0.0965306970923,-11.9785718918,0.0944287686215,9613.11244965,1613.11225891
16,2012-01-01 14:59:59.999904,-34.9871139526,0.0965306970923,-11.9785718918,0.0944287686215,7653.27854156,2306.55632019
17,2012-01-01 14:59:59.999904,-34.9871139526,0.0965306970923,-11.9785718918,0.0944287686215,4750.0,3500.0
