ID_Level,Time,x,dx,y,dy,z,dz
01,2012-01-01 16:43:10.499437,-60.4146614075,0.110734317054,-30.6756668091,0.106675854193,99136.2249374,3631.55403137
02,2012-01-01 16:43:10.499437,-60.4146614075,0.110734317054,-30.6756668091,0.106675854193,93737.9936218,7164.90631104
03,2012-01-01 16:43:10.499437,-60.4146614075,0.110734317054,-30.6756668091,0.106675854193,86622.1908569,7066.70227051
04,2012-01-01 16:43:10.499437,-60.4146614075,0.110734317054,-30.6756668091,0.106675854193,79555.4840088,7066.70532227
05,2012-01-01 16:43:10.499437,-60.4146614075,0.110734317054,-30.6756668091,0.106675854193,72488.7786865,7066.70532227
06,2012-01-01 16:43:10.499437,-60.4146614075,0.110734317054,-30.6756668091,0.106675854193,65422.0748901,7066.70227051
07,2012-01-01 16:43:10.499437,-60.4146614075,0.110734317054,-30.6756668091,0.106675854193,58355.368042,7066.70532227
08,2012-01-01 16:43:10.499437,-60.4146614075,0.110734317054,-30.6756668091,0.106675854193,51288.6688232,7066.70532227
09,2012-01-01 16:43:10.499437,-60.4146614075,0.110734317054,-30.6756668091,0.106675854193,44221.9612122,7066.70379639
10,2012-01-01 16:43:10.499437,-60.4146614075,0.110734317054,-30.6756668091,0.106675854193,37155.2589417,7066.70379639
11,2012-01-01 16:43:10.499437,-60.4146614075,0.110734317054,-30.6756668091,0.106675854193,30088.552475,7066.70608521
12,2012-01-01 16:43:10.499437,-60.4146614075,0.110734317054,-30.6756668091,0.106675854193,23021.8479156,7066.70455933
13,2012-01-01 16:43:10.499437,-60.4146614075,0.110734317054,-30.6756668091,0.106675854193,15955.1429749,7066.70379639
14,2012-01-01 16:43:10.499437,-60.4146614075,0.110734317054,-30.6756668091,0.106675854193,10544.0599442,3755.46226501
15,2012-01-01 16:43:10.499437,-60.4146614075,0.110734317054,-30.6756668091,0.106675854193,8444.2193985,444.219589233
16,2012-01-01 16:43:10.499437,-60.4146614075,0.110734317054,-30.6756668091,0.106675854193,7361.05518341,1722.10960388
17,2012-01-01 16:43:10.499437,-60.4146614075,0.110734317054,-30.6756668091,0.106675854193,4750.0,3500.0
